기업명,내용,키워드,경력,학력,마감일,웹사이트
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
엠케이피㈜,회로설계 및 전문연구요원(R&D) 모집,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",경력무관,석사↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16154271
유니온화성㈜,생산기술직 신입 및 경력 채용,"설치, 정비, A/S, 시설, 보안, 경비, 안전, 자동차, 조선, 기계 외",신입·경력,고졸↑,~2021.06.17,https://www.jobkorea.co.kr//Recruit/Co_Read/C/union0000?Oem_Code=C1&PageGbn=ST
데크항공㈜,데크항공(주) 대구공장 품질관리원 채용,"생산관리, 공정관리, 품질관리",신입·경력,학력무관,~2021.06.17,https://www.jobkorea.co.kr//Recruit/Co_Read/C/union0000?Oem_Code=C1&PageGbn=ST
㈜유영제약,[각 부문] 21년도 2분기 직원 채용,"제품, 서비스영업, 법인영업, 생산관리, 공정관리, 품질관리",신입·경력,고졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1683359
한국솔가㈜,중국 E-커머스 담당 채용,"마케팅, 광고, 분석, 제품, 서비스영업, 영업관리, 지원, 영업기획 외",경력무관,대졸↑,~2021.07.08,https://www.jobkorea.co.kr//Recruit/Co_Read/C/solgar?Oem_Code=C1&PageGbn=ST
케이웨더㈜,방역서비스(채용 완료) / 사업관리팀 PM / 측정서비스 인력 모집,"화학, 에너지, 환경",신입·경력,초대졸↑,~2021.07.07,https://www.jobkorea.co.kr/Company/1966569
㈜미디어로그,[미디어로그] 웹서비스팀 웹/UIUX 기획 담당 채용,"웹기획, PM, HTML, 퍼블리싱, UI개발, 빅데이터, AI(인공지능) 외",경력,대졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1399059
㈜쏘카,[넥스트기획] 사업기획 매니저,"기획, 전략, 경영",경력,학력무관,~2021.06.30,https://www.jobkorea.co.kr/Company/16152121
㈜쏘카,카셰어링 사업매니저,"기획, 전략, 경영",경력무관,학력무관,~2021.06.30,https://www.jobkorea.co.kr/Company/16152121
㈜쏘카,인사지원 매니저(총무 담당자),"사무, 총무, 법무",경력무관,초대졸↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16152121
대동전자㈜,본사 기획관리 신입사원 신규 채용,"재무, 세무, IR, 경리, 회계, 결산, 기획, 전략, 경영",신입,학력무관,~2021.06.19,https://www.jobkorea.co.kr/Company/1747723
㈜유영제약,"[생산부문] 품질보증/관리, 제조팀, 시설팀 직원 채용","바이오, 제약, 식품, 포장, 가공, 생산관리, 공정관리, 품질관리",신입·경력,고졸↑,~2021.06.19,https://www.jobkorea.co.kr/Company/1747723
㈜민병철교육그룹,[민병철유폰] 웹 프론트엔드 개발자 (시니어/주니어),"웹프로그래머, HTML, 퍼블리싱, UI개발, 응용프로그래머",경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr//Recruit/Co_Read/C/bcmegl2?Oem_Code=C1&PageGbn=ST
동원그룹,[동원시스템즈] 아산사업장 품질검사원(QC) 채용,"포장, 가공, 생산관리, 공정관리, 품질관리",경력무관,학력무관,~2021.06.14,https://www.jobkorea.co.kr/Company/1402111
㈜판도라티비,세렌닥터와 함께할 AMD 모집합니다.,"상품기획, MD",신입·경력,학력무관,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/ptvrecruit?Oem_Code=C1&PageGbn=ST
CJ제일제당,CJ제일제당 외식사업부 레스토랑 채용 공고(홀서비스),"판매, 서빙, 매장관리",신입·경력,학력무관,~2021.09.02,https://www.jobkorea.co.kr/Company/1436838
케이티하이텔㈜,AICC 사업기획 담당 경력직 모집,"빅데이터, AI(인공지능), 기획, 전략, 경영",경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1393012
㈜셀트리온,(주)셀트리온 2021년 신입/경력 수시채용(제품개발),"생산관리, 공정관리, 품질관리, 사무, 총무, 법무, 인사, 노무, 교육",신입·경력,대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1845153
동성건설㈜,동성건설(주) 정규직 채용공고,"기획, 전략, 경영, 사무, 총무, 법무, 경리, 회계, 결산 외",신입·경력,초대졸↑,~2021.06.30,https://www.jobkorea.co.kr/Company/1711264
㈜셀트리온,(주)셀트리온 2021년 신입/경력 수시채용(제조),"생산관리, 공정관리, 품질관리, 유통, 물류, 재고",신입·경력,대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1845153
이니텍㈜,[KT그룹사] 모바일 Android 개발 경력 모집,응용프로그래머,경력,대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1820581
㈜셀트리온,(주)셀트리온 2021년 신입/경력 수시채용(연구개발),"바이오, 제약, 식품",신입·경력,대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1845153
㈜컴퓨존,서비스팀/온라인쇼핑몰구매상담/1톤탑차운행 채용,"사무보조, 문서작성, 구매, 자재, 상품기획, MD 외",신입·경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1411775
㈜컴퓨존,상품기획MD/PHP웹개발자/가격운영부 채용,"사무보조, 문서작성, 웹프로그래머, 응용프로그래머 외",신입·경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1411775
㈜메조미디어,[CJENM자회사-메조미디어] 재무 회계 경력 채용,"재무, 세무, IR",경력,초대졸↑,~2021.09.02,https://www.jobkorea.co.kr/Company/1892424
케이씨씨오토(주),벤츠공식딜러사 KCC오토 용산청파서비스 오픈 멤버 모집 및 서비스 부문별 모집,"비서, 안내, 고객상담, 인바운드, 설치, 정비, A/S 외",신입·경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr//Recruit/Co_Read/C/benzkcc?Oem_Code=C1&PageGbn=ST
이텍산업㈜,이텍산업(주) 정규직 사원(신입/경력) 모집 공고,"해외영업, 무역영업, 수출입, 무역사무, 구매, 자재 외",신입·경력,초대졸↑,~2021.07.07,https://www.jobkorea.co.kr/Company/1875238
㈜셀트리온,(주)셀트리온 2021년 신입/경력 수시채용(경영지원),"생산관리, 공정관리, 품질관리, 사무, 총무, 법무, 인사, 노무, 교육",신입·경력,대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1845153
교보증권㈜,디지털혁신추진부 경력직 채용,"감독, 연출, PD",경력,학력무관,~2021.06.18,https://www.jobkorea.co.kr/Company/1735961
SK에코플랜트㈜,[SK에코플랜트(SK건설)] 채용담당자 경력직 채용,"사무, 총무, 법무, 인사, 노무, 교육, 노무, 헤드헌터, 직업상담",경력,대졸↑,~2021.08.31,https://www.jobkorea.co.kr//Recruit/Co_Read/C/skecman1?Oem_Code=C1&PageGbn=ST
㈜엠앤제이마케팅,(주)엠앤제이마케팅 제품 디자이너 직원 채용,"사무, 총무, 법무, 컨텐츠, 사이트운영, 웹디자인 외",신입·경력,학력무관,~2021.06.18,https://www.jobkorea.co.kr//Recruit/Co_Read/C/akapema77?Oem_Code=C1&PageGbn=ST
한국화이자제약㈜,[한국화이자제약] (Sr.) Pricing & Reimbursement Specialist (1 Year Contract),"사무, 총무, 법무",경력,대졸↑,~2021.06.17,https://www.jobkorea.co.kr/Company/1470323
동양이엔피㈜,동양이엔피(주) 전문개발팀(기구개발) 신입&경력사원 채용,"반도체, 디스플레이, 전기, 전자, 제어, 기계설계, CAD, CAM",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dy236?Oem_Code=C1&PageGbn=ST
한국전기안전공사,2021년 공무직 공개채용,"운전, 기사, 고객상담, 인바운드, 전기, 소방, 통신, 안전",신입·경력,학력무관,진행예정,https://www.jobkorea.co.kr/Company/1700086
엘씨텍㈜,인사총무 경력사원 모집,"기획, 전략, 경영, 인사, 노무, 교육",경력,대졸↑,~2021.09.02,https://www.jobkorea.co.kr/Company/1654462
SG생활안전㈜,[SG생활안전] 경영관리/재무 담당자 채용 (경력),"재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.09.02,https://www.jobkorea.co.kr//Recruit/Co_Read/C/sgrecruit?Oem_Code=C1&PageGbn=ST
동양이엔피㈜,동양이엔피(주) 전문개발팀(PCB설계) 신입사원 채용,"반도체, 디스플레이, 전기, 전자, 제어, 기계설계, CAD, CAM",신입,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dy236?Oem_Code=C1&PageGbn=ST
엘씨텍㈜,생산팀 현장사원 모집,"생산, 제조, 설비, 조립, 생산관리, 공정관리, 품질관리",경력무관,고졸↑,~2021.09.02,https://www.jobkorea.co.kr/Company/1654462
대창기업,현장 건축 시공 채용,"시공, 현장, 감리, 공무",경력,학력무관,~2021.09.02,https://www.jobkorea.co.kr/Company/16154326
㈜안랩,[경력] PMO(Project Management Office) 담당자 모집,"웹기획, PM",경력,학력무관,~2021.06.17,https://www.jobkorea.co.kr/Company/1649290
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
만도헬라일렉트로닉스㈜,SW PM / 시제작 / 시험평가 모집,"ERP, 시스템분석, 설계, 자동차, 조선, 기계, 생산, 제조, 설비, 조립",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
오토플러스㈜,각 부문별 신입/경력 채용,"금융, 보험영업, 설치, 정비, A/S, 영상, 사진, 촬영 외",신입·경력,학력무관,~2021.06.16,https://www.jobkorea.co.kr/Company/1691137
하나마이크론㈜,신입/경력 사원 모집,"IT, 솔루션, 기술영업, 회계, 세무, CPA, 연구소, R&D 외",신입·경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1860193
㈜원익QnC,[원익큐엔씨] 경력사원 공개모집 (A-전형),"기획, 전략, 경영, 재무, 세무, IR, 인사, 노무, 교육",경력,대졸↑,~2021.06.13,https://www.jobkorea.co.kr/Company/1375826
㈜프레시원동서울,[프레시원동서울] 일산지점 구매담당 직원 모집,"유통, 물류, 재고, 구매, 자재",경력무관,학력무관,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/freshoneds?Oem_Code=C1&PageGbn=ST
한영회계법인,[EY컨설팅] 컨설팅본부 Cloud(IaaS/PaaS/SaaS) 및 New Tech팀 인턴 모집,"경영분석, 컨설턴트",인턴·신입,대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/16151846
청호나이스㈜,회계 담당자 모집,"경리, 회계, 결산",경력,대졸↑,~2021.07.03,https://www.jobkorea.co.kr/Company/1722337
SK아이이테크놀로지,경영지원실 회계 경력사원 채용,"경리, 회계, 결산, 재무, 세무, IR",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr//Recruit/Co_Read/C/c-039679?Oem_Code=C1&PageGbn=ST
롯데물산㈜,[롯데물산/잠실] 롯데월드타워 컨벤션(행사/연출) 채용,"사무, 총무, 법무, 마케팅, 광고, 분석, 전시, 컨벤션 외",신입·경력,초대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1927725
일진머티리얼즈㈜,2021년 일진머티리얼즈 전문연구요원 채용,"연구소, R&D",신입,석사↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1927725
㈜MP그룹,포크사업부문 재무기획팀장 채용,"기획, 전략, 경영, 재무, 세무, IR",경력,학력무관,~2021.06.14,https://www.jobkorea.co.kr/Company/1927725
광동제약,[광동제약] 브랜드마케팅부문 '고객마케팅팀' 경력 팀장 모집,"마케팅, 광고, 분석, 홍보, PR",경력,대졸↑,~2021.06.13,https://www.jobkorea.co.kr/Company/1365504
㈜파이맥스,(주)파이맥스 2021년도 수시채용 모집요강(광계측기 장비 기구 설계),"기계설계, CAD, CAM",경력,대졸↑,~2021.08.03,https://www.jobkorea.co.kr/Company/1332683
SK머티리얼즈㈜,기업문화실 인턴모집(콘텐츠),"영상, 사진, 촬영, 인사, 노무, 교육, 홍보, PR",인턴·신입,,~2021.06.16,https://www.jobkorea.co.kr/Company/1964002
㈜신원,(주)신원 SIEG 디자인실 디자이너 경력 채용,"섬유, 의류, 패션, 의류, 패션, 잡화디자인",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1575959
㈜케이엠티엘,"(주)케이엠티엘 안전진단부 CAD, 포토샵,영상편집 신입사원 모집","건축, 설계, 인테리어, 토목, 조경, 도시, 측량, 그래픽디자인, CG",신입,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr/Company/1692275
광동제약,[광동제약] 브랜드마케팅부문 `고객마케팅팀` 경력 팀원 모집,"마케팅, 광고, 분석",경력,대졸↑,~2021.06.13,https://www.jobkorea.co.kr/Company/1365504
벽산엔지니어링㈜,벽산엔지니어링 경력직 채용(법무),"사무, 총무, 법무, 법률, 특허, 상표",경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1937142
㈜대동,대구공장 계약직 사원 모집,"사무, 총무, 법무, 단순홍보, 회원관리, 영업관리, 지원, 영업기획 외",경력무관,초대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1454869
㈜신원,(주)신원 SIEG 디자인실 디자이너 채용,"섬유, 의류, 패션, 의류, 패션, 잡화디자인",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1575959
㈜서원인텍,(주)서원인텍 개발팀 인원모집,"기계설계, CAD, CAM",신입·경력,초대졸↑,~2021.06.18,https://www.jobkorea.co.kr/Company/1929434
코오롱글로벌,2021년 채용연계형 인턴 채용,"마케팅, 광고, 분석, 제품, 서비스영업, 토목, 조경, 도시, 측량 외",인턴·신입·경력,대졸↑,~2021.09.03,https://www.jobkorea.co.kr/Company/1428564
코오롱베니트㈜,"2021년 코오롱베니트 6월 수시 채용(채널영업,솔루션엔지니어,개발)","응용프로그래머, 소프트웨어, 하드웨어, IT, 솔루션, 기술영업",경력,대졸↑,~2021.06.15,https://www.jobkorea.co.kr/Company/1963797
㈜노브랜드,(주)노브랜드 디자이너 채용 (신입/경력),"의류, 패션, 잡화디자인",신입·경력,대졸↑,~2021.06.15,https://www.jobkorea.co.kr/Company/1963797
㈜유유제약,㈜유유제약 HMR영업(경수) 경력직 모집,"제품, 서비스영업, 법인영업",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr//Recruit/Co_Read/C/yuyuinc?Oem_Code=C1&PageGbn=ST
㈜엔씨소프트,엔씨소프트 부문별 수시 채용,"웹프로그래머, 응용프로그래머, DBA, 데이터베이스 외",신입·경력,학력무관,~2021.07.05,https://www.jobkorea.co.kr/Company/1926620
옵티시스㈜,생산관리/생산직 신입사원 모집,"경리, 회계, 결산, 생산관리, 공정관리, 품질관리, 생산, 제조, 설비, 조립 외",신입·경력,학력무관,~2021.06.15,https://www.jobkorea.co.kr/Company/1327795
우리조명㈜,경영기획 신입사원 모집,"기획, 전략, 경영, 경리, 회계, 결산",신입,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1333928
㈜유유제약,㈜유유제약 ETC 영업 신입/경력직 모집(서울),"제품, 서비스영업, 법인영업, 바이오, 제약, 식품",인턴·신입·경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr//Recruit/Co_Read/C/yuyuinc?Oem_Code=C1&PageGbn=ST
㈜바이오프로테크,(주)바이오프로테크 생산관리 경력직 모집,"생산관리, 공정관리, 품질관리",신입·경력,학력무관,~2021.06.20,https://www.jobkorea.co.kr//Recruit/Co_Read/C/bioprotech?Oem_Code=C1&PageGbn=ST
㈜서원인텍,(주)서원인텍 경영지원팀 인원모집,"경리, 회계, 결산",신입,초대졸↑,~2021.06.18,https://www.jobkorea.co.kr/Company/1929434
한미반도체㈜,[한미반도체] 인사관리 담당 채용,"인사, 노무, 교육",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1921635
㈜Korea Instrument,[기술연구소] Memory Probe Card PCB Artwork 신입채용,"전기, 전자, 제어, 반도체, 디스플레이",신입,초대졸↑,~2021.09.02,https://www.jobkorea.co.kr/Company/1675051
㈜GC녹십자그룹,부문별 수시 채용,"기획, 전략, 경영, 인사, 노무, 교육, 재무, 세무, IR 외",신입·경력,학력무관,~2021.07.05,https://www.jobkorea.co.kr/Company/1963426
㈜클라우드네트웍스,2021 상반기 엔지니어부문 경력자 채용,"네트워크, 서버, 보안, 빅데이터, AI(인공지능), 응용프로그래머",경력,학력무관,~2021.09.02,https://www.jobkorea.co.kr/Company/44383883
(재)현대차 정몽구 재단,2021년 사업팀 경력직 채용,"기획, 전략, 경영, 사무, 총무, 법무, 인사, 노무, 교육 외",경력,대졸↑,~2021.06.21,https://www.jobkorea.co.kr//Recruit/Co_Read/C/biztory?Oem_Code=C1&PageGbn=ST
㈜한국백신,생산팀 신입사원 채용,"생산, 제조, 설비, 조립, 포장, 가공",신입,초대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1943315
리디㈜,[리디 주식회사] 2021 리디 웹툰 인재 공개 모집,"감독, 연출, PD, 작가, 시나리오, 캐릭터, 애니메이션",신입·경력,학력무관,~2021.09.02,https://www.jobkorea.co.kr/Company/1431376
포스코기술투자㈜,포스코기술투자 투자심사역 채용,"경영분석, 컨설턴트",경력,대졸↑,~2021.08.10,https://www.jobkorea.co.kr/Company/1520503
현대엘리베이터,R&D 본부 연구 인력 채용,"자동차, 조선, 기계, 빅데이터, AI(인공지능), 전기, 전자, 제어",신입·경력,대졸↑,~2021.06.15,https://www.jobkorea.co.kr/Company/1842322
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
㈜브이원텍,SW Programmer 부문 신입/경력 정규직 채용,"응용프로그래머, 시스템프로그래머, 소프트웨어, 하드웨어 외",신입·경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/vonetech?Oem_Code=C1&PageGbn=ST
포스코기술투자㈜,포스코기술투자 회계팀 신입사원 채용 건,"기획, 전략, 경영, 경리, 회계, 결산, 재무, 세무, IR",신입,대졸↑,~2021.08.10,https://www.jobkorea.co.kr/Company/1520503
녹원메디칼㈜,녹원메디칼㈜ 마케팅/메디칼영업/영업관리 직원 모집 - [전주본사/광주지점/서울지점],"마케팅, 광고, 분석, 해외영업, 무역영업, IT, 솔루션, 기술영업 외",신입·경력,초대졸↑,~2021.08.10,https://www.jobkorea.co.kr/Company/1520503
㈜현대캐터링시스템,2021년 현대캐터링시스템 신입사원  채용,"인사, 노무, 교육, 사무, 총무, 법무, 기획, 전략, 경영",신입,대졸↑,~2021.08.10,https://www.jobkorea.co.kr/Company/1520503
씨제이프레시웨이,CJ프레시웨이 인사노무 경력사원 채용,"인사, 노무, 교육",경력,대졸↑,~2021.06.15,https://www.jobkorea.co.kr/Company/1933087
㈜대창,"(주)대창 생산직 모집(용해, 압출)","생산, 제조, 설비, 조립",경력무관,고졸↑,~2021.07.04,https://www.jobkorea.co.kr/Company/1928766
태하메카트로닉스㈜,생산 및 생산기술 부서장급 모집,"생산관리, 공정관리, 품질관리, 생산, 제조, 설비, 조립, 반도체, 디스플레이 외",경력,초대졸↑,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/stex7025?Oem_Code=C1&PageGbn=ST
엔에이치엔 주식회사,[NHN] 게임플랫폼 기획 경력 채용,게임,경력,학력무관,~2021.07.04,https://www.jobkorea.co.kr//Recruit/Co_Read/C/stex7025?Oem_Code=C1&PageGbn=ST
㈜하나애드아이엠씨,[하나애드] 경영지원실 인사&총무 팀장 채용,"기획, 전략, 경영, 사무, 총무, 법무, 인사, 노무, 교육",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/june3905?Oem_Code=C1&PageGbn=ST
㈜와이지-원,(인천/부평공장) 생산본부 각 분야 기능직 정규직 사원 채용,"구매, 자재, 생산관리, 공정관리, 품질관리, 생산, 제조, 설비, 조립 외",경력무관,고졸↑,~2021.06.18,https://www.jobkorea.co.kr/Company/1813279
대전정보문화산업진흥원,2021년 2차 대전정보문화산업진흥원 직원 채용,"기획, 전략, 경영, 시설, 보안, 경비, 안전, 영상, 사진, 촬영",경력무관,학력무관,~2021.06.18,https://www.jobkorea.co.kr/Company/1813279
하이케어솔루션(주),부문별 신입사원 채용,"고객상담, 인바운드, 경리, 회계, 결산",경력,대졸↑,~2021.06.13,https://www.jobkorea.co.kr//Recruit/Co_Read/C/c-042053?Oem_Code=C1&PageGbn=ST
㈜제로투세븐,(주)제로투세븐 궁중비책사업부 상품기획 및 패키지디자이너 경력직 모집,"제품, 산업디자인, 상품기획, MD, 마케팅, 광고, 분석",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1758659
더에스엠씨그룹,[방구석연구소&이십세들] 노른자 1기 인턴십 모집,"웹프로그래머, 웹기획, PM, 영상, 사진, 촬영 외",인턴·경력무관,초대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/16151313
㈜네오바이오텍,[네오바이오텍] 연구소 부문별 신입/경력 모집,"기계설계, CAD, CAM, 화학, 에너지, 환경, 바이오, 제약, 식품",경력,초대졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/16151313
